7	1	1	AsyncTheta	130	1081_4Hz.avi	willow5_oneeighty_4Hz.wav	willow	4	3.27914799999996	1	7	153	156	119	130	4	9	3	5.14575481	NaN	406.814184	1	NaN	NaN	NaN
7	2	1	AsyncTheta	168	1204_4Hz.avi	guitar36_oneeighty_4Hz.wav	guitar	3	4.77549049999999	1	7	115	170	168	151	3	10	2	5.14575481	NaN	412.1807908	1	NaN	NaN	NaN
7	3	1	AsyncTheta	125	1050_4Hz.avi	synth36_oneeighty_4Hz.wav	synth	3	5.7057648	0	7	128	125	140	135	2	4	2	5.14575481	NaN	420.2642183	1	NaN	NaN	NaN
7	4	1	AsyncTheta	156	1060_4Hz.avi	willow7_oneeighty_4Hz.wav	willow	4	4.52653090000001	1	7	119	130	153	156	4	11	4	5.14575481	NaN	427.480821	1	NaN	NaN	NaN
7	5	1	AsyncTheta	170	1062_4Hz.avi	guitar3_oneeighty_4Hz.wav	guitar	4	5.78078109999996	1	7	115	151	168	170	4	14	4	5.14575481	NaN	434.0975427	1	NaN	NaN	NaN
7	6	1	AsyncTheta	119	1189_4Hz.avi	willow11_oneeighty_4Hz.wav	willow	1	3.70184840000002	1	7	119	130	156	153	1	8	4	5.14575481	NaN	441.5975567	1	NaN	NaN	NaN
7	7	1	AsyncTheta	166	1227_4Hz.avi	ep5_oneeighty_4Hz.wav	ep	2	4.15056500000003	1	7	138	166	123	173	2	2	2	5.14575481	NaN	447.9142427	1	NaN	NaN	NaN
7	8	1	AsyncTheta	153	1157_4Hz.avi	willow1_oneeighty_4Hz.wav	willow	4	3.28428129999998	1	7	130	156	119	153	4	5	5	5.14575481	NaN	453.4142802	1	NaN	NaN	NaN
7	9	1	AsyncTheta	123	1067_4Hz.avi	ep37_oneeighty_4Hz.wav	ep	4	3.28238349999998	1	7	138	166	173	123	4	6	4	5.14575481	NaN	459.0476057	1	NaN	NaN	NaN
7	10	1	AsyncTheta	135	1154_4Hz.avi	synth38_oneeighty_4Hz.wav	synth	3	4.00076539999998	0	7	135	128	140	125	1	12	3	5.14575481	NaN	464.6476278	1	NaN	NaN	NaN
7	11	1	AsyncTheta	151	1259_4Hz.avi	guitar43_oneeighty_4Hz.wav	guitar	4	4.9985605	0	7	168	151	170	115	2	16	2	5.14575481	NaN	471.4309775	1	NaN	NaN	NaN
